year,Player,Team,Pos,name,GSIS_ID,player_info
2018,A.J. Derby,MIA,TE,A.Derby,00-0031609,"A.J. Derby, TE"
2018,Adam Thielen,MIN,WR,A.Thielen,00-0030035,"Adam Thielen, WR"
2018,Albert Wilson,MIA,WR,A.Wilson,00-0030669,"Albert Wilson, WR"
2018,Aldrick Robinson,MIN,WR,A.Robinson,00-0028116,"Aldrick Robinson, WR"
2018,Alex Collins,BAL,RB,A.Collins,00-0032426,"Alex Collins, RB"
2018,Alshon Jeffery,PHI,WR,A.Jeffery,00-0029137,"Alshon Jeffery, WR"
2018,Alvin Kamara,NO,RB,A.Kamara,00-0033906,"Alvin Kamara, RB"
2018,Andre Holmes,DEN,WR,A.Holmes,00-0028263,"Andre Holmes, WR"
2018,Andrew Luck,IND,QB,A.Luck,00-0029668,"Andrew Luck, QB"
2018,Andy Janovich,DEN,FB,A.Janovich,00-0032956,"Andy Janovich, FB"
2018,Antonio Callaway,CLE,WR,A.Callaway,00-0034772,"Antonio Callaway, WR"
2018,Antonio Gates,LAC,TE,A.Gates,00-0021547,"Antonio Gates, TE"
2018,Austin Carr,NO,WR,A.Carr,00-0033382,"Austin Carr, WR"
2018,Austin Ekeler,LAC,RB,A.Ekeler,00-0033699,"Austin Ekeler, RB"
2018,Baker Mayfield,CLE,QB,B.Mayfield,00-0034855,"Baker Mayfield, QB"
2018,Benjamin Watson,NO,TE,B.Watson,00-0022943,"Benjamin Watson, TE"
2018,Bennie Fowler,NYG,WR,B.Fowler,00-0030670,"Bennie Fowler, WR"
2018,Brandon Bolden,MIA,RB,B.Bolden,00-0029239,"Brandon Bolden, RB"
2018,Brandon Zylstra,MIN,WR,B.Zylstra,00-0034052,"Brandon Zylstra, WR"
2018,Breshad Perriman,CLE,WR,B.Perriman,00-0032054,"Breshad Perriman, WR"
2018,Brian Hoyer,NE,QB,B.Hoyer,00-0026625,"Brian Hoyer, QB"
2018,Brian Parker,DEN,TE,B.Parker,00-0032089,"Brian Parker, TE"
2018,Brice Butler,MIA,WR,B.Butler,00-0030516,"Brice Butler, WR"
2018,Brock Osweiler,MIA,QB,B.Osweiler,00-0029682,"Brock Osweiler, QB"
2018,C.J. Ham,MIN,FB,C.Ham,00-0032918,"C.J. Ham, FB"
2018,Cameron Meredith,NO,WR,C.Meredith,00-0031912,"Cameron Meredith, WR"
2018,Carson Wentz,PHI,QB,C.Wentz,00-0032950,"Carson Wentz, QB"
2018,Case Keenum,DEN,QB,C.Keenum,00-0028986,"Case Keenum, QB"
2018,Chad Beebe,MIN,WR,C.Beebe,00-0034309,"Chad Beebe, WR"
2018,Chester Rogers,IND,WR,C.Rogers,00-0032355,"Chester Rogers, WR"
2018,Chris Hogan,NE,WR,C.Hogan,00-0028237,"Chris Hogan, WR"
2018,Chris Moore,BAL,WR,C.Moore,00-0032398,"Chris Moore, WR"
2018,Christine Michael,IND,RB,C.Michael,00-0030432,"Christine Michael, RB"
2018,Cody Latimer,NYG,WR,C.Latimer,00-0031344,"Cody Latimer, WR"
2018,Cordarrelle Patterson,NE,WR,C.Patterson,00-0030578,"Cordarrelle Patterson, WR"
2018,Corey Clement,PHI,RB,C.Clement,00-0033725,"Corey Clement, RB"
2018,Corey Coleman,NYG,WR,C.Coleman,00-0032966,"Corey Coleman, WR"
2018,Courtland Sutton,DEN,WR,C.Sutton,00-0034348,"Courtland Sutton, WR"
2018,DaeSean Hamilton,DEN,WR,D.Hamilton,00-0034370,"DaeSean Hamilton, WR"
2018,Dallas Goedert,PHI,TE,D.Goedert,00-0034351,"Dallas Goedert, TE"
2018,Dalvin Cook,MIN,RB,D.Cook,00-0033893,"Dalvin Cook, RB"
2018,Damion Ratley,CLE,WR,D.Ratley,00-0034273,"Damion Ratley, WR"
2018,Dan Arnold,NO,TE,D.Arnold,00-0034011,"Dan Arnold, TE"
2018,Danny Amendola,MIA,WR,D.Amendola,00-0026035,"Danny Amendola, WR"
2018,Darren Fells,CLE,TE,D.Fells,00-0029738,"Darren Fells, TE"
2018,Darren Sproles,PHI,RB,D.Sproles,00-0023564,"Darren Sproles, RB"
2018,David Morgan,MIN,TE,D.Morgan,00-0032430,"David Morgan, TE"
2018,David Njoku,CLE,TE,D.Njoku,00-0033885,"David Njoku, TE"
2018,De'Lance Turner,BAL,RB,D.Turner,00-0034201,"De'Lance Turner, RB"
2018,Derek Watt,LAC,FB,D.Watt,00-0032897,"Derek Watt, FB"
2018,Derrick Willies,CLE,WR,D.Willies,00-0034258,"Derrick Willies, WR"
2018,Detrez Newsome,LAC,RB,D.Newsome,00-0034565,"Detrez Newsome, RB"
2018,DeVante Parker,MIA,WR,D.Parker,00-0031547,"DeVante Parker, WR"
2018,Devontae Booker,DEN,RB,D.Booker,00-0032972,"Devontae Booker, RB"
2018,Dontrelle Inman,IND,WR,D.Inman,00-0028411,"Dontrelle Inman, WR"
2018,Drew Brees,NO,QB,D.Brees,00-0020531,"Drew Brees, QB"
2018,Duke Johnson,CLE,RB,D.Johnson,00-0032257,"Duke Johnson, RB"
2018,Durham Smythe,MIA,TE,D.Smythe,00-0034798,"Durham Smythe, TE"
2018,Dwayne Allen,NE,TE,D.Allen,00-0029689,"Dwayne Allen, TE"
2018,Dwayne Washington,NO,RB,D.Washington,00-0032450,"Dwayne Washington, RB"
2018,Eli Manning,NYG,QB,E.Manning,00-0022803,"Eli Manning, QB"
2018,Elijhaa Penny,NYG,RB,E.Penny,00-0032813,"Elijhaa Penny, RB"
2018,Emmanuel Sanders,DEN,WR,E.Sanders,00-0027685,"Emmanuel Sanders, WR"
2018,Eric Ebron,IND,TE,E.Ebron,00-0031387,"Eric Ebron, TE"
2018,Erik Swoope,IND,TE,E.Swoope,00-0030854,"Erik Swoope, TE"
2018,Evan Engram,NYG,TE,E.Engram,00-0033881,"Evan Engram, TE"
2018,Frank Gore,MIA,RB,F.Gore,00-0023500,"Frank Gore, RB"
2018,Geno Smith,LAC,QB,G.Smith,00-0030565,"Geno Smith, QB"
2018,Geremy Davis,LAC,WR,G.Davis,00-0031953,"Geremy Davis, WR"
2018,Golden Tate,PHI,WR,G.Tate,00-0027891,"Golden Tate, WR"
2018,Gus Edwards,BAL,RB,G.Edwards,00-0034184,"Gus Edwards, RB"
2018,Hayden Hurst,BAL,TE,H.Hurst,00-0034830,"Hayden Hurst, TE"
2018,Isaiah Ford,MIA,WR,I.Ford,00-0033471,"Isaiah Ford, WR"
2018,Jack Doyle,IND,TE,J.Doyle,00-0030181,"Jack Doyle, TE"
2018,Jacob Hollister,NE,TE,J.Hollister,00-0033387,"Jacob Hollister, TE"
2018,Jacoby Brissett,IND,QB,J.Brissett,00-0033119,"Jacoby Brissett, QB"
2018,Jake Butt,DEN,TE,J.Butt,00-0033564,"Jake Butt, TE"
2018,Jakeem Grant,MIA,WR,J.Grant,00-0032791,"Jakeem Grant, WR"
2018,James Develin,NE,FB,J.Develin,00-0027925,"James Develin, FB"
2018,James White,NE,RB,J.White,00-0031062,"James White, RB"
2018,Jarvis Landry,CLE,WR,J.Landry,00-0031382,"Jarvis Landry, WR"
2018,Javorius Allen,BAL,RB,J.Allen,00-0031577,"Javorius Allen, RB"
2018,Jawill Davis,NYG,WR,J.Davis,00-0034499,"Jawill Davis, WR"
2018,Jay Ajayi,PHI,RB,J.Ajayi,00-0031590,"Jay Ajayi, RB"
2018,Jeff Heuerman,DEN,TE,J.Heuerman,00-0032227,"Jeff Heuerman, TE"
2018,Jeremy Hill,NE,RB,J.Hill,00-0031301,"Jeremy Hill, RB"
2018,Joe Flacco,BAL,QB,J.Flacco,00-0026158,"Joe Flacco, QB"
2018,John Brown,BAL,WR,J.Brown,00-0031051,"John Brown, WR"
2018,Jonathan Stewart,NYG,RB,J.Stewart,00-0026153,"Jonathan Stewart, RB"
2018,Jordan Matthews,PHI,WR,J.Matthews,00-0031299,"Jordan Matthews, WR"
2018,Jordan Wilkins,IND,RB,J.Wilkins,00-0034400,"Jordan Wilkins, RB"
2018,Josh Adams,PHI,RB,J.Adams,00-0034457,"Josh Adams, RB"
2018,Josh Gordon,NE,WR,J.Gordon,00-0029664,"Josh Gordon, WR"
2018,Josh Hill,NO,TE,J.Hill,00-0030216,"Josh Hill, TE"
2018,Josh Perkins,PHI,TE,J.Perkins,00-0032599,"Josh Perkins, TE"
2018,Julian Edelman,NE,WR,J.Edelman,00-0027150,"Julian Edelman, WR"
2018,Justin Jackson,LAC,RB,J.Jackson,00-0034440,"Justin Jackson, RB"
2018,Kalen Ballage,MIA,RB,K.Ballage,00-0034799,"Kalen Ballage, RB"
2018,Kamar Aiken,PHI,WR,K.Aiken,00-0028497,"Kamar Aiken, WR"
2018,Keenan Allen,LAC,WR,K.Allen,00-0030279,"Keenan Allen, WR"
2018,Keith Kirkwood,NO,WR,K.Kirkwood,00-0034317,"Keith Kirkwood, WR"
2018,Kenneth Dixon,BAL,RB,K.Dixon,00-0032411,"Kenneth Dixon, RB"
2018,Kenny Stills,MIA,WR,K.Stills,00-0030085,"Kenny Stills, WR"
2018,Kenyan Drake,MIA,RB,K.Drake,00-0033118,"Kenyan Drake, RB"
2018,Kirk Cousins,MIN,QB,K.Cousins,00-0029604,"Kirk Cousins, QB"
2018,Kyle Lauletta,NYG,QB,K.Lauletta,00-0034369,"Kyle Lauletta, QB"
2018,Kyle Rudolph,MIN,TE,K.Rudolph,00-0027981,"Kyle Rudolph, TE"
2018,Lamar Jackson,BAL,QB,L.Jackson,00-0034796,"Lamar Jackson, QB"
2018,Laquon Treadwell,MIN,WR,L.Treadwell,00-0032951,"Laquon Treadwell, WR"
2018,Latavius Murray,MIN,RB,L.Murray,00-0030513,"Latavius Murray, RB"
2018,Leonte Carroo,MIA,WR,L.Carroo,00-0033060,"Leonte Carroo, WR"
2018,Marcus Johnson,IND,WR,M.Johnson,00-0032980,"Marcus Johnson, WR"
2018,Mark Andrews,BAL,TE,M.Andrews,00-0034753,"Mark Andrews, TE"
2018,Mark Ingram,NO,RB,M.Ingram,00-0027966,"Mark Ingram, RB"
2018,Marlon Mack,IND,RB,M.Mack,00-0033951,"Marlon Mack, RB"
2018,Matt LaCosse,DEN,TE,M.LaCosse,00-0031744,"Matt LaCosse, TE"
2018,Maxx Williams,BAL,TE,M.Williams,00-0031558,"Maxx Williams, TE"
2018,Melvin Gordon,LAC,RB,M.Gordon,00-0032144,"Melvin Gordon, RB"
2018,Michael Crabtree,BAL,WR,M.Crabtree,00-0026986,"Michael Crabtree, WR"
2018,Michael Thomas,NO,WR,M.Thomas,00-0032765,"Michael Thomas, WR"
2018,Mike Boone,MIN,RB,M.Boone,00-0034208,"Mike Boone, RB"
2018,Mike Gesicki,MIA,TE,M.Gesicki,00-0034829,"Mike Gesicki, TE"
2018,Mike Gillislee,NO,RB,M.Gillislee,00-0030433,"Mike Gillislee, RB"
2018,Mike Wallace,PHI,WR,M.Wallace,00-0026901,"Mike Wallace, WR"
2018,Mike Williams,LAC,WR,M.Williams,00-0033536,"Mike Williams, WR"
2018,Mo Alie-Cox,IND,TE,M.Alie-Cox,00-0033217,"Mo Alie-Cox, TE"
2018,Nate Sudfeld,PHI,QB,N.Sudfeld,00-0032792,"Nate Sudfeld, QB"
2018,Nelson Agholor,PHI,WR,N.Agholor,00-0031549,"Nelson Agholor, WR"
2018,Nick Boyle,BAL,TE,N.Boyle,00-0031598,"Nick Boyle, TE"
2018,Nick Chubb,CLE,RB,N.Chubb,00-0034791,"Nick Chubb, RB"
2018,Nick Foles,PHI,QB,N.Foles,00-0029567,"Nick Foles, QB"
2018,Nick O'Leary,MIA,TE,N.O'Leary,00-0032117,"Nick O'Leary, TE"
2018,Nyheim Hines,IND,RB,N.Hines,00-0034367,"Nyheim Hines, RB"
2018,Odell Beckham,NYG,WR,O.Beckham,00-0031235,"Odell Beckham, WR"
2018,Orson Charles,CLE,TE,O.Charles,00-0029414,"Orson Charles, TE"
2018,Philip Rivers,LAC,QB,P.Rivers,00-0022942,"Philip Rivers, QB"
2018,Phillip Dorsett,NE,WR,P.Dorsett,00-0032208,"Phillip Dorsett, WR"
2018,Phillip Lindsay,DEN,RB,P.Lindsay,00-0034109,"Phillip Lindsay, RB"
2018,Rashard Higgins,CLE,WR,R.Higgins,00-0032977,"Rashard Higgins, WR"
2018,Rex Burkhead,NE,RB,R.Burkhead,00-0030288,"Rex Burkhead, RB"
2018,Rhett Ellison,NYG,TE,R.Ellison,00-0029587,"Rhett Ellison, TE"
2018,Richard Rodgers,PHI,TE,R.Rodgers,00-0031384,"Richard Rodgers, TE"
2018,Riley McCarron,NE,WR,R.McCarron,00-0033773,"Riley McCarron, WR"
2018,River Cracraft,DEN,WR,R.Cracraft,00-0034054,"River Cracraft, WR"
2018,Rob Gronkowski,NE,TE,R.Gronkowski,00-0027656,"Rob Gronkowski, TE"
2018,Robert Griffin III,BAL,QB,R.III,00-0029665,"Robert Griffin III, QB"
2018,Robert Turbin,IND,RB,R.Turbin,00-0029273,"Robert Turbin, RB"
2018,Roc Thomas,MIN,RB,R.Thomas,00-0034221,"Roc Thomas, RB"
2018,Royce Freeman,DEN,RB,R.Freeman,00-0034838,"Royce Freeman, RB"
2018,Russell Shepard,NYG,WR,R.Shepard,00-0030147,"Russell Shepard, WR"
2018,Ryan Grant,IND,WR,R.Grant,00-0031068,"Ryan Grant, WR"
2018,Ryan Hewitt,IND,TE,R.Hewitt,00-0030780,"Ryan Hewitt, TE"
2018,Ryan Tannehill,MIA,QB,R.Tannehill,00-0029701,"Ryan Tannehill, QB"
2018,Saquon Barkley,NYG,RB,S.Barkley,00-0034844,"Saquon Barkley, RB"
2018,Scott Simonson,NYG,TE,S.Simonson,00-0031167,"Scott Simonson, TE"
2018,Sean Culkin,LAC,TE,S.Culkin,00-0033696,"Sean Culkin, TE"
2018,Seth DeValve,CLE,TE,S.DeValve,00-0033080,"Seth DeValve, TE"
2018,Shelton Gibson,PHI,WR,S.Gibson,00-0033573,"Shelton Gibson, WR"
2018,Sony Michel,NE,RB,S.Michel,00-0034845,"Sony Michel, RB"
2018,Stefon Diggs,MIN,WR,S.Diggs,00-0031588,"Stefon Diggs, WR"
2018,Sterling Shepard,NYG,WR,S.Shepard,00-0032385,"Sterling Shepard, WR"
2018,T.Y. Hilton,IND,WR,T.Hilton,00-0029608,"T.Y. Hilton, WR"
2018,Taysom Hill,NO,QB,T.Hill,00-0033357,"Taysom Hill, QB"
2018,Ted Ginn,NO,WR,T.Ginn,00-0025396,"Ted Ginn, WR"
2018,Teddy Bridgewater,NO,QB,T.Bridgewater,00-0031237,"Teddy Bridgewater, QB"
2018,Tim Patrick,DEN,WR,T.Patrick,00-0033375,"Tim Patrick, WR"
2018,Tim White,BAL,WR,T.White,00-0033379,"Tim White, WR"
2018,Tom Brady,NE,QB,T.Brady,00-0019596,"Tom Brady, QB"
2018,Tommylee Lewis,NO,WR,T.Lewis,00-0032881,"Tommylee Lewis, WR"
2018,Travis Benjamin,LAC,WR,T.Benjamin,00-0029269,"Travis Benjamin, WR"
2018,Tre'Quan Smith,NO,WR,T.Smith,00-0034765,"Tre'Quan Smith, WR"
2018,Ty Montgomery,BAL,RB,T.Montgomery,00-0032200,"Ty Montgomery, RB"
2018,Tyler Conklin,MIN,TE,T.Conklin,00-0034270,"Tyler Conklin, TE"
2018,Tyrell Williams,LAC,WR,T.Williams,00-0032160,"Tyrell Williams, WR"
2018,Tyrod Taylor,CLE,QB,T.Taylor,00-0028118,"Tyrod Taylor, QB"
2018,Virgil Green,LAC,TE,V.Green,00-0028142,"Virgil Green, TE"
2018,Wayne Gallman,NYG,RB,W.Gallman,00-0033950,"Wayne Gallman, RB"
2018,Wendell Smallwood,PHI,RB,W.Smallwood,00-0032782,"Wendell Smallwood, RB"
2018,Willie Snead,BAL,WR,W.Snead,00-0030663,"Willie Snead, WR"
2018,Zach Ertz,PHI,TE,Z.Ertz,00-0030061,"Zach Ertz, TE"
2018,Zach Line,NO,FB,Z.Line,00-0029931,"Zach Line, FB"
2018,Zach Pascal,IND,WR,Z.Pascal,00-0033251,"Zach Pascal, WR"
2018,A.J. Green,CIN,WR,A.Green,00-0027942,"A.J. Green, WR"
2018,Aaron Jones,GB,RB,A.Jones,00-0033293,"Aaron Jones, RB"
2018,Aaron Rodgers,GB,QB,A.Rodgers,00-0023459,"Aaron Rodgers, QB"
2018,Adam Humphries,TB,WR,A.Humphries,00-0032009,"Adam Humphries, WR"
2018,Adrian Peterson,WAS,RB,A.Peterson,00-0025394,"Adrian Peterson, RB"
2018,AJ McCarron,OAK,QB,A.McCarron,00-0031288,"AJ McCarron, QB"
2018,Alan Cross,TB,TE,A.Cross,00-0032745,"Alan Cross, TE"
2018,Alex Armah,CAR,FB,A.Armah,00-0033296,"Alex Armah, FB"
2018,Alex Erickson,CIN,WR,A.Erickson,00-0032543,"Alex Erickson, WR"
2018,Alex Smith,WAS,QB,A.Smith,00-0023436,"Alex Smith, QB"
2018,Allen Lazard,GB,WR,A.Lazard,00-0034521,"Allen Lazard, WR"
2018,Andy Dalton,CIN,QB,A.Dalton,00-0027973,"Andy Dalton, QB"
2018,Andy Jones,DET,WR,A.Jones,00-0032707,"Andy Jones, WR"
2018,Anthony Firkser,TEN,TE,A.Firkser,00-0033455,"Anthony Firkser, TE"
2018,Antonio Brown,PIT,WR,A.Brown,00-0027793,"Antonio Brown, WR"
2018,Antony Auclair,TB,TE,A.Auclair,00-0033421,"Antony Auclair, TE"
2018,Auden Tate,CIN,WR,A.Tate,00-0034686,"Auden Tate, WR"
2018,Austin Hooper,ATL,TE,A.Hooper,00-0032392,"Austin Hooper, TE"
2018,Ben Roethlisberger,PIT,QB,B.Roethlisberger,00-0022924,"Ben Roethlisberger, QB"
2018,Blaine Gabbert,TEN,QB,B.Gabbert,00-0027948,"Blaine Gabbert, QB"
2018,Bobo Wilson,TB,WR,B.Wilson,00-0033434,"Bobo Wilson, WR"
2018,Brandon LaFell,OAK,WR,B.LaFell,00-0027681,"Brandon LaFell, WR"
2018,Brandon Powell,DET,WR,B.Powell,00-0034646,"Brandon Powell, WR"
2018,Brian Hill,ATL,RB,B.Hill,00-0033567,"Brian Hill, RB"
2018,Brian Quick,WAS,WR,B.Quick,00-0029640,"Brian Quick, WR"
2018,Bruce Ellington,DET,WR,B.Ellington,00-0031326,"Bruce Ellington, WR"
2018,Byron Marshall,WAS,RB,B.Marshall,00-0032964,"Byron Marshall, RB"
2018,C.J. Uzomah,CIN,TE,C.Uzomah,00-0032134,"C.J. Uzomah, TE"
2018,Calvin Ridley,ATL,WR,C.Ridley,00-0034837,"Calvin Ridley, WR"
2018,Cam Newton,CAR,QB,C.Newton,00-0027939,"Cam Newton, QB"
2018,Cameron Artis-Payne,CAR,RB,C.Artis-Payne,00-0031599,"Cameron Artis-Payne, RB"
2018,Cameron Batson,TEN,WR,C.Batson,00-0034652,"Cameron Batson, WR"
2018,Cameron Brate,TB,TE,C.Brate,00-0031273,"Cameron Brate, TE"
2018,Chad Williams,ARI,WR,C.Williams,00-0033933,"Chad Williams, WR"
2018,Chase Edmonds,ARI,RB,C.Edmonds,00-0034681,"Chase Edmonds, RB"
2018,Chris Godwin,TB,WR,C.Godwin,00-0033921,"Chris Godwin, WR"
2018,Chris Lacy,DET,WR,C.Lacy,00-0034593,"Chris Lacy, WR"
2018,Chris Manhertz,CAR,TE,C.Manhertz,00-0031484,"Chris Manhertz, TE"
2018,Chris Thompson,WAS,RB,C.Thompson,00-0030404,"Chris Thompson, RB"
2018,Christian Kirk,ARI,WR,C.Kirk,00-0034775,"Christian Kirk, WR"
2018,Christian McCaffrey,CAR,RB,C.McCaffrey,00-0033280,"Christian McCaffrey, RB"
2018,Cody Core,CIN,WR,C.Core,00-0032795,"Cody Core, WR"
2018,Colt McCoy,WAS,QB,C.McCoy,00-0027688,"Colt McCoy, QB"
2018,Corey Davis,TEN,WR,C.Davis,00-0033871,"Corey Davis, WR"
2018,Curtis Samuel,CAR,WR,C.Samuel,00-0033282,"Curtis Samuel, WR"
2018,D.J. Moore,CAR,WR,D.Moore,00-0034827,"D.J. Moore, WR"
2018,Damiere Byrd,CAR,WR,D.Byrd,00-0031868,"Damiere Byrd, WR"
2018,Darius Jennings,TEN,WR,D.Jennings,00-0031972,"Darius Jennings, WR"
2018,Darrell Daniels,ARI,TE,D.Daniels,00-0033258,"Darrell Daniels, TE"
2018,Darren Waller,OAK,TE,D.Waller,00-0031610,"Darren Waller, TE"
2018,Darrius Heyward-Bey,PIT,WR,D.Heyward-Bey,00-0026983,"Darrius Heyward-Bey, WR"
2018,Darvin Kidsy,WAS,WR,D.Kidsy,00-0034710,"Darvin Kidsy, WR"
2018,Davante Adams,GB,WR,D.Adams,00-0031381,"Davante Adams, WR"
2018,David Fluellen,TEN,RB,D.Fluellen,00-0030711,"David Fluellen, RB"
2018,David Johnson,ARI,RB,D.Johnson,00-0032187,"David Johnson, RB"
2018,DeAndre Washington,OAK,RB,D.Washington,00-0032940,"DeAndre Washington, RB"
2018,Delanie Walker,TEN,TE,D.Walker,00-0024389,"Delanie Walker, TE"
2018,Derek Carr,OAK,QB,D.Carr,00-0031280,"Derek Carr, QB"
2018,Derek Carrier,OAK,TE,D.Carrier,00-0029119,"Derek Carrier, TE"
2018,Derrick Coleman,ARI,FB,D.Coleman,00-0029068,"Derrick Coleman, FB"
2018,Derrick Henry,TEN,RB,D.Henry,00-0032764,"Derrick Henry, RB"
2018,DeSean Jackson,TB,WR,D.Jackson,00-0026189,"DeSean Jackson, WR"
2018,DeShone Kizer,GB,QB,D.Kizer,00-0033899,"DeShone Kizer, QB"
2018,Devin Funchess,CAR,WR,D.Funchess,00-0032055,"Devin Funchess, WR"
2018,Devonta Freeman,ATL,RB,D.Freeman,00-0031285,"Devonta Freeman, RB"
2018,Dion Lewis,TEN,RB,D.Lewis,00-0028087,"Dion Lewis, RB"
2018,Doug Martin,OAK,RB,D.Martin,00-0029613,"Doug Martin, RB"
2018,Dwayne Harris,OAK,WR,D.Harris,00-0028114,"Dwayne Harris, WR"
2018,Eli Rogers,PIT,WR,E.Rogers,00-0031782,"Eli Rogers, WR"
2018,Equanimeous St. Brown,GB,WR,E.Brown,00-0034279,"Equanimeous St. Brown, WR"
2018,Eric Saubert,ATL,TE,E.Saubert,00-0033576,"Eric Saubert, TE"
2018,Freddie Martino,TB,WR,F.Martino,00-0030737,"Freddie Martino, WR"
2018,Garrett Gilbert,CAR,QB,G.Gilbert,00-0031395,"Garrett Gilbert, QB"
2018,Geronimo Allison,GB,WR,G.Allison,00-0032626,"Geronimo Allison, WR"
2018,Giovani Bernard,CIN,RB,G.Bernard,00-0030456,"Giovani Bernard, RB"
2018,Greg Olsen,CAR,TE,G.Olsen,00-0025418,"Greg Olsen, TE"
2018,Ian Thomas,CAR,TE,I.Thomas,00-0034365,"Ian Thomas, TE"
2018,Ito Smith,ATL,RB,I.Smith,00-0034378,"Ito Smith, RB"
2018,J.J. Nelson,ARI,WR,J.Nelson,00-0032112,"J.J. Nelson, WR"
2018,J'Mon Moore,GB,WR,J.Moore,00-0034268,"J'Mon Moore, WR"
2018,Jacquizz Rodgers,TB,RB,J.Rodgers,00-0028083,"Jacquizz Rodgers, RB"
2018,Jake Kumerow,GB,WR,J.Kumerow,00-0031787,"Jake Kumerow, WR"
2018,Jalen Richard,OAK,RB,J.Richard,00-0033025,"Jalen Richard, RB"
2018,Jalen Tolliver,ARI,WR,J.Tolliver,00-0034489,"Jalen Tolliver, WR"
2018,Jamaal Williams,GB,RB,J.Williams,00-0033948,"Jamaal Williams, RB"
2018,Jameis Winston,TB,QB,J.Winston,00-0031503,"Jameis Winston, QB"
2018,James Conner,PIT,RB,J.Conner,00-0033553,"James Conner, RB"
2018,James Washington,PIT,WR,J.Washington,00-0034676,"James Washington, WR"
2018,Jamison Crowder,WAS,WR,J.Crowder,00-0031941,"Jamison Crowder, WR"
2018,Jared Cook,OAK,TE,J.Cook,00-0027061,"Jared Cook, TE"
2018,Jarius Wright,CAR,WR,J.Wright,00-0029572,"Jarius Wright, WR"
2018,Jaylen Samuels,PIT,RB,J.Samuels,00-0034331,"Jaylen Samuels, RB"
2018,Jeff Driskel,CIN,QB,J.Driskel,00-0032436,"Jeff Driskel, QB"
2018,Jehu Chesson,WAS,WR,J.Chesson,00-0033464,"Jehu Chesson, WR"
2018,Jeremy Langford,ATL,RB,J.Langford,00-0031569,"Jeremy Langford, RB"
2018,Jeremy Sprinkle,WAS,TE,J.Sprinkle,00-0033528,"Jeremy Sprinkle, TE"
2018,Jermaine Gresham,ARI,TE,J.Gresham,00-0027873,"Jermaine Gresham, TE"
2018,Jerome Cunningham,DET,TE,J.Cunningham,00-0031462,"Jerome Cunningham, TE"
2018,Jesse James,PIT,TE,J.James,00-0032135,"Jesse James, TE"
2018,Jimmy Graham,GB,TE,J.Graham,00-0027696,"Jimmy Graham, TE"
2018,Joe Mixon,CIN,RB,J.Mixon,00-0033897,"Joe Mixon, RB"
2018,John Phillips,ARI,TE,J.Phillips,00-0027139,"John Phillips, TE"
2018,John Ross,CIN,WR,J.Ross,00-0033460,"John Ross, WR"
2018,Johnny Holton,OAK,WR,J.Holton,00-0032935,"Johnny Holton, WR"
2018,Jonnu Smith,TEN,TE,J.Smith,00-0033858,"Jonnu Smith, TE"
2018,Jordan Franks,CIN,TE,J.Franks,00-0034532,"Jordan Franks, TE"
2018,Jordan Reed,WAS,TE,J.Reed,00-0030472,"Jordan Reed, TE"
2018,Jordy Nelson,OAK,WR,J.Nelson,00-0026176,"Jordy Nelson, WR"
2018,Josh Doctson,WAS,WR,J.Doctson,00-0032760,"Josh Doctson, WR"
2018,Josh Johnson,WAS,QB,J.Johnson,00-0026300,"Josh Johnson, QB"
2018,Josh Malone,CIN,WR,J.Malone,00-0033859,"Josh Malone, WR"
2018,Josh Rosen,ARI,QB,J.Rosen,00-0034343,"Josh Rosen, QB"
2018,Joshua Dobbs,PIT,QB,J.Dobbs,00-0033949,"Joshua Dobbs, QB"
2018,JuJu Smith-Schuster,PIT,WR,J.Smith-Schuster,00-0033857,"JuJu Smith-Schuster, WR"
2018,Julio Jones,ATL,WR,J.Jones,00-0027944,"Julio Jones, WR"
2018,Justin Hardy,ATL,WR,J.Hardy,00-0031570,"Justin Hardy, WR"
2018,Justin Hunter,PIT,WR,J.Hunter,00-0030521,"Justin Hunter, WR"
2018,Justin Watson,TB,WR,J.Watson,00-0034386,"Justin Watson, WR"
2018,Kapri Bibbs,GB,RB,K.Bibbs,00-0031102,"Kapri Bibbs, RB"
2018,Keith Smith,OAK,FB,K.Smith,00-0030968,"Keith Smith, FB"
2018,Kenny Golladay,DET,WR,K.Golladay,00-0033932,"Kenny Golladay, WR"
2018,Keon Hatcher,OAK,WR,K.Hatcher,00-0033441,"Keon Hatcher, WR"
2018,Kerryon Johnson,DET,RB,K.Johnson,00-0034349,"Kerryon Johnson, RB"
2018,Kyle Allen,CAR,QB,K.Allen,00-0034577,"Kyle Allen, QB"
2018,Lance Kendricks,GB,TE,L.Kendricks,00-0027985,"Lance Kendricks, TE"
2018,Larry Fitzgerald,ARI,WR,L.Fitzgerald,00-0022921,"Larry Fitzgerald, WR"
2018,Lee Smith,OAK,TE,L.Smith,00-0028097,"Lee Smith, TE"
2018,LeGarrette Blount,DET,RB,L.Blount,00-0027325,"LeGarrette Blount, RB"
2018,Levine Toilolo,DET,TE,L.Toilolo,00-0030443,"Levine Toilolo, TE"
2018,Logan Paulsen,ATL,TE,L.Paulsen,00-0027215,"Logan Paulsen, TE"
2018,Luke Stocker,TEN,TE,L.Stocker,00-0028042,"Luke Stocker, TE"
2018,Luke Willson,DET,TE,L.Willson,00-0030089,"Luke Willson, TE"
